Tank_ID,Tank_Number,Capacity,Product_ID,Terminal_ID
15706,7691,37950,15706,15706
15707,7099,86694,15707,15707
15708,7393,34992,15708,15708
15709,8032,100054,15709,15709
15710,8932,25934,15710,15710
15711,1006,44409,15711,15711
15712,2333,82081,15712,15712
15713,4147,97272,15713,15713
15714,5808,54088,15714,15714
15715,2630,40504,15715,15715
15716,1618,79232,15716,15716
15717,2984,3981,15717,15717
15718,1616,12698,15718,15718
15719,7059,46572,15719,15719
15720,2669,24831,15720,15720
15721,6526,99453,15721,15721
15722,7584,27113,15722,15722
15723,7081,21370,15723,15723
15724,4419,26847,15724,15724
15725,2446,95921,15725,15725
15726,1427,3729,15726,15726
15727,4012,86232,15727,15727
15728,4223,94391,15728,15728
15729,1775,9777,15729,15729
15730,9852,46155,15730,15730
15731,4713,29919,15731,15731
15732,2722,72665,15732,15732
15733,1148,68298,15733,15733
15734,4162,61986,15734,15734
15735,1497,19178,15735,15735
15736,3592,97593,15736,15736
15737,5382,57556,15737,15737
15738,2226,55444,15738,15738
15739,5209,29172,15739,15739
15740,5887,7048,15740,15740
15741,6118,59773,15741,15741
15742,2496,15045,15742,15742
15743,9348,51313,15743,15743
15744,9402,46298,15744,15744
15745,9666,62500,15745,15745
15746,8585,9849,15746,15746
15747,8748,5398,15747,15747
15748,955,84411,15748,15748
15749,9210,22127,15749,15749
15750,5374,37375,15750,15750
15751,1378,14787,15751,15751
15752,5081,37163,15752,15752
15753,8674,98819,15753,15753
15754,1919,59606,15754,15754
15755,6004,13137,15755,15755
15756,4963,65851,15756,15756
15757,9236,14311,15757,15757
15758,934,29976,15758,15758
15759,33,65197,15759,15759
15760,9315,55075,15760,15760
15761,725,32618,15761,15761
15762,1594,11873,15762,15762
15763,192,67258,15763,15763
15764,7575,57197,15764,15764
15765,4582,145,15765,15765
15766,3792,22073,15766,15766
15767,8773,99560,15767,15767
15768,9509,89816,15768,15768
15769,5341,8284,15769,15769
15770,5438,65094,15770,15770
15771,5068,7026,15771,15771
15772,7045,29167,15772,15772
15773,8407,12475,15773,15773
15774,9411,47250,15774,15774
15775,6970,66006,15775,15775
15776,2095,83244,15776,15776
15777,4063,34695,15777,15777
15778,6119,6155,15778,15778
15779,2643,32924,15779,15779
15780,855,27125,15780,15780
15781,4916,96564,15781,15781
15782,656,19466,15782,15782
15783,2177,33768,15783,15783
15784,4606,76296,15784,15784
15785,3868,37939,15785,15785
15786,765,39729,15786,15786
15787,8071,25695,15787,15787
15788,5799,45919,15788,15788
15789,8525,28407,15789,15789
15790,8277,81337,15790,15790
15791,5113,63314,15791,15791
15792,712,16368,15792,15792
15793,3188,17942,15793,15793
15794,4051,18566,15794,15794
15795,1135,99301,15795,15795
15796,366,95886,15796,15796
15797,5712,96454,15797,15797
15798,8756,40601,15798,15798
15799,9706,25516,15799,15799
15800,244,55269,15800,15800
15801,7308,22817,15801,15801
15802,5138,90109,15802,15802
15803,4788,62237,15803,15803
15804,5731,91764,15804,15804
15805,1441,13680,15805,15805
15806,6998,12159,15806,15806
15807,9550,45625,15807,15807
15808,5387,89068,15808,15808
15809,8211,17561,15809,15809
15810,7478,44469,15810,15810
15811,7850,12062,15811,15811
15812,5375,82504,15812,15812
15813,235,79791,15813,15813
15814,3624,74052,15814,15814
15815,7052,81110,15815,15815
15816,2008,54650,15816,15816
15817,3727,56619,15817,15817
15818,9230,76413,15818,15818
15819,5371,99431,15819,15819
15820,682,15470,15820,15820
15821,6551,27243,15821,15821
15822,815,87186,15822,15822
15823,4948,62414,15823,15823
15824,4102,94087,15824,15824
15825,7305,92223,15825,15825
15826,3702,55547,15826,15826
15827,4497,67615,15827,15827
15828,5904,59069,15828,15828
15829,4095,78755,15829,15829
15830,7382,13227,15830,15830
15831,8394,74756,15831,15831
15832,3484,74696,15832,15832
15833,6955,9650,15833,15833
15834,9641,90528,15834,15834
15835,3446,98997,15835,15835
15836,6766,1619,15836,15836
15837,5492,16021,15837,15837
15838,2040,51534,15838,15838
15839,9450,1443,15839,15839
15840,7229,44179,15840,15840
15841,2336,2504,15841,15841
15842,6980,2066,15842,15842
15843,5993,38642,15843,15843
15844,3462,52076,15844,15844
15845,2107,1954,15845,15845
15846,8973,51697,15846,15846
15847,1200,55440,15847,15847
15848,123,46920,15848,15848
15849,22,36627,15849,15849
15850,9047,7148,15850,15850
15851,8117,72869,15851,15851
15852,3317,55955,15852,15852
15853,6255,29964,15853,15853
15854,5512,10691,15854,15854
15855,3335,31006,15855,15855
15856,4836,48542,15856,15856
15857,9422,51212,15857,15857
15858,1699,53579,15858,15858
15859,7159,54756,15859,15859
15860,9679,90483,15860,15860
15861,3854,91798,15861,15861
15862,7900,71605,15862,15862
15863,8281,2606,15863,15863
15864,3728,15231,15864,15864
15865,9461,60148,15865,15865
15866,5834,93403,15866,15866
15867,2974,93949,15867,15867
15868,4253,70923,15868,15868
15869,7741,65728,15869,15869
15870,3027,25377,15870,15870
15871,4617,64526,15871,15871
15872,9133,6626,15872,15872
15873,4163,35376,15873,15873
15874,9239,17052,15874,15874
15875,7545,12022,15875,15875
15876,6661,24430,15876,15876
15877,3642,23858,15877,15877
15878,7446,34700,15878,15878
15879,4429,42180,15879,15879
15880,4667,26613,15880,15880
15881,8767,60486,15881,15881
15882,5101,37319,15882,15882
15883,3235,87151,15883,15883
15884,7315,39485,15884,15884
15885,8545,32341,15885,15885
15886,9403,71156,15886,15886
15887,1275,70026,15887,15887
15888,957,55962,15888,15888
15889,8373,61590,15889,15889
15890,8071,96770,15890,15890
15891,4830,11075,15891,15891
15892,2759,46880,15892,15892
15893,3906,78814,15893,15893
15894,1230,81249,15894,15894
15895,9507,94667,15895,15895
15896,9909,51111,15896,15896
15897,8229,77204,15897,15897
15898,6500,48801,15898,15898
15899,3060,24389,15899,15899
15900,155,79414,15900,15900
15901,7096,50914,15901,15901
15902,1634,4564,15902,15902
15903,4618,6452,15903,15903
15904,7678,22520,15904,15904
15905,7590,86276,15905,15905
15906,2552,77356,15906,15906
15907,2244,87319,15907,15907
15908,1596,28875,15908,15908
15909,8221,43244,15909,15909
15910,1967,14188,15910,15910
15911,5354,7572,15911,15911
15912,2998,5269,15912,15912
15913,8491,29096,15913,15913
15914,2083,22882,15914,15914
15915,9300,41731,15915,15915
15916,3351,27492,15916,15916
15917,2821,33432,15917,15917
15918,9995,99748,15918,15918
15919,9217,47450,15919,15919
15920,3241,35004,15920,15920
15921,4413,75449,15921,15921
15922,3640,43420,15922,15922
15923,3409,40610,15923,15923
15924,4883,88444,15924,15924
15925,6012,82566,15925,15925
15926,3471,46951,15926,15926
15927,1711,31279,15927,15927
15928,606,16630,15928,15928
15929,1631,17967,15929,15929
15930,8252,95094,15930,15930
15931,8689,87348,15931,15931
15932,813,16522,15932,15932
15933,3810,30503,15933,15933
15934,2855,58047,15934,15934
15935,8024,76457,15935,15935
15936,7542,7349,15936,15936
15937,6223,82172,15937,15937
15938,5263,34700,15938,15938
15939,5917,70647,15939,15939
15940,1321,81621,15940,15940
15941,5053,20263,15941,15941
15942,304,51000,15942,15942
15943,8414,81024,15943,15943
15944,2487,82113,15944,15944
15945,9867,70707,15945,15945
15946,2921,77434,15946,15946
15947,6015,9463,15947,15947
15948,3577,20535,15948,15948
15949,1510,32253,15949,15949
15950,7960,74764,15950,15950
15951,8952,11630,15951,15951
15952,790,64279,15952,15952
15953,4350,70621,15953,15953
15954,2127,17170,15954,15954
15955,6823,92896,15955,15955
15956,9653,44537,15956,15956
15957,5720,99155,15957,15957
15958,326,87121,15958,15958
15959,8044,27367,15959,15959
15960,4641,27293,15960,15960
15961,8521,4014,15961,15961
15962,2763,81650,15962,15962
15963,634,75122,15963,15963
15964,516,92942,15964,15964
15965,9724,71464,15965,15965
15966,3103,2537,15966,15966
15967,4478,67566,15967,15967
15968,9585,83518,15968,15968
15969,1611,53019,15969,15969
15970,7260,95307,15970,15970
15971,7859,8082,15971,15971
15972,3595,37307,15972,15972
15973,8757,61120,15973,15973
15974,3868,51947,15974,15974
15975,8721,23375,15975,15975
15976,3730,31068,15976,15976
15977,3076,652,15977,15977
15978,3463,81616,15978,15978
15979,1453,13472,15979,15979
15980,982,1507,15980,15980
15981,2098,25681,15981,15981
15982,2712,11860,15982,15982
15983,1410,71196,15983,15983
15984,8847,90936,15984,15984
15985,6542,66842,15985,15985
15986,6842,16942,15986,15986
15987,2933,98463,15987,15987
15988,4433,14191,15988,15988
15989,8323,3621,15989,15989
15990,5839,39657,15990,15990
15991,2453,2617,15991,15991
15992,8460,23979,15992,15992
15993,749,67471,15993,15993
15994,9759,60949,15994,15994
15995,9506,98195,15995,15995
15996,3494,18113,15996,15996
15997,4645,61040,15997,15997
15998,1306,5792,15998,15998
15999,4439,17515,15999,15999
16000,4417,96034,16000,16000
16001,2779,97160,16001,16001
16002,4330,88644,16002,16002
16003,6605,42630,16003,16003
16004,7681,26469,16004,16004
16005,2636,63691,16005,16005
16006,2180,67497,16006,16006
16007,5503,38068,16007,16007
16008,1592,93677,16008,16008
16009,8682,25203,16009,16009
16010,1461,14473,16010,16010
16011,8605,21900,16011,16011
16012,2329,11120,16012,16012
16013,256,84078,16013,16013
16014,367,8183,16014,16014
16015,1772,86700,16015,16015
16016,7509,99522,16016,16016
16017,9439,40661,16017,16017
16018,857,3552,16018,16018
16019,1957,89870,16019,16019
16020,4438,38988,16020,16020
16021,2087,97318,16021,16021
16022,7924,61842,16022,16022
16023,138,17941,16023,16023
16024,4154,62174,16024,16024
16025,4640,98695,16025,16025
16026,2929,77063,16026,16026
16027,6374,9769,16027,16027
16028,7547,79418,16028,16028
16029,8083,5975,16029,16029
16030,8274,58664,16030,16030
16031,4002,18364,16031,16031
16032,935,42771,16032,16032
16033,898,89844,16033,16033
16034,8280,65443,16034,16034
16035,2140,48528,16035,16035
16036,5011,10079,16036,16036
16037,7488,35864,16037,16037
16038,7892,37932,16038,16038
16039,3053,15654,16039,16039
16040,4445,17395,16040,16040
16041,9042,77580,16041,16041
16042,6367,99554,16042,16042
16043,4336,53621,16043,16043
16044,16,14276,16044,16044
16045,8277,40807,16045,16045
16046,1748,57904,16046,16046
16047,6368,13842,16047,16047
16048,1423,50023,16048,16048
16049,3087,70111,16049,16049
16050,9769,63765,16050,16050
16051,680,2165,16051,16051
16052,5032,60363,16052,16052
16053,1602,85234,16053,16053
16054,8596,14722,16054,16054
16055,7994,70223,16055,16055
16056,7921,81648,16056,16056
16057,4916,56562,16057,16057
16058,4400,69053,16058,16058
16059,227,25370,16059,16059
16060,2082,10739,16060,16060
16061,4371,1347,16061,16061
16062,3369,23107,16062,16062
16063,6126,17292,16063,16063
16064,2663,44520,16064,16064
16065,8807,7654,16065,16065
16066,5398,46780,16066,16066
16067,875,20559,16067,16067
16068,5487,64904,16068,16068
16069,7213,88623,16069,16069
16070,563,58162,16070,16070
16071,139,33085,16071,16071
16072,4028,79957,16072,16072
16073,5773,92001,16073,16073
16074,6254,58265,16074,16074
16075,2376,37623,16075,16075
16076,127,32257,16076,16076
16077,1746,91000,16077,16077
16078,6905,64541,16078,16078
16079,2552,71530,16079,16079
16080,5027,41513,16080,16080
16081,9977,71168,16081,16081
16082,2331,3803,16082,16082
16083,8840,32654,16083,16083
16084,8480,65310,16084,16084
16085,8254,24701,16085,16085
16086,7301,90796,16086,16086
16087,4367,87237,16087,16087
16088,4223,79151,16088,16088
16089,974,68134,16089,16089
16090,8659,16688,16090,16090
16091,390,81996,16091,16091
16092,6188,48862,16092,16092
16093,8185,34884,16093,16093
16094,4851,56735,16094,16094
16095,1281,10311,16095,16095
16096,8612,77209,16096,16096
16097,13,15276,16097,16097
16098,9904,22455,16098,16098
16099,508,34654,16099,16099
16100,1018,28771,16100,16100
16101,6844,6378,16101,16101
16102,647,42202,16102,16102
16103,5882,76943,16103,16103
16104,6902,22257,16104,16104
16105,4098,98770,16105,16105
16106,4350,26668,16106,16106
16107,7682,50043,16107,16107
16108,9171,12868,16108,16108
16109,3428,81299,16109,16109
16110,6245,48175,16110,16110
16111,1910,92172,16111,16111
16112,4086,66110,16112,16112
16113,6449,34410,16113,16113
16114,2881,43740,16114,16114
16115,7797,64666,16115,16115
16116,7254,53707,16116,16116
16117,9720,38066,16117,16117
16118,4854,49010,16118,16118
16119,7670,18861,16119,16119
16120,6708,55713,16120,16120
16121,3667,39308,16121,16121
16122,834,12703,16122,16122
16123,201,58150,16123,16123
16124,5473,96029,16124,16124
16125,2548,9566,16125,16125
16126,476,14762,16126,16126
16127,6596,49969,16127,16127
16128,451,2265,16128,16128
16129,8815,47877,16129,16129
16130,2743,10527,16130,16130
16131,3586,35584,16131,16131
16132,8163,11597,16132,16132
16133,3932,47480,16133,16133
16134,5520,26486,16134,16134
16135,8337,78818,16135,16135
16136,2599,88895,16136,16136
16137,8991,57657,16137,16137
16138,2489,20753,16138,16138
16139,4530,87946,16139,16139
16140,9170,10892,16140,16140
16141,1622,57345,16141,16141
16142,4446,29705,16142,16142
16143,5295,37812,16143,16143
16144,8058,8108,16144,16144
16145,2272,10519,16145,16145
16146,3231,88239,16146,16146
16147,9339,23306,16147,16147
16148,6811,77456,16148,16148
16149,1209,30303,16149,16149
16150,5688,97090,16150,16150
16151,6280,60071,16151,16151
16152,2830,29179,16152,16152
16153,4123,30354,16153,16153
16154,4624,40144,16154,16154
16155,6714,74883,16155,16155
16156,1398,90177,16156,16156
16157,1166,28893,16157,16157
16158,6814,33891,16158,16158
16159,3827,82242,16159,16159
16160,8339,22683,16160,16160
16161,9511,25287,16161,16161
16162,627,73485,16162,16162
16163,3295,93312,16163,16163
16164,9267,25756,16164,16164
16165,3564,66167,16165,16165
16166,672,93275,16166,16166
16167,3199,69097,16167,16167
16168,2396,47509,16168,16168
16169,9788,87783,16169,16169
16170,4170,79455,16170,16170
16171,3379,97118,16171,16171
16172,8997,73620,16172,16172
16173,3381,72212,16173,16173
16174,5374,40931,16174,16174
16175,3099,23196,16175,16175
16176,1746,41465,16176,16176
16177,8234,83810,16177,16177
16178,3021,95164,16178,16178
16179,1010,9423,16179,16179
16180,4819,6002,16180,16180
16181,618,64957,16181,16181
16182,8949,64670,16182,16182
16183,8223,21368,16183,16183
16184,1195,89638,16184,16184
16185,396,86522,16185,16185
16186,8720,84242,16186,16186
16187,2757,53519,16187,16187
16188,9310,17228,16188,16188
16189,5800,35495,16189,16189
16190,8001,53388,16190,16190
16191,9866,42337,16191,16191
16192,7714,25850,16192,16192
16193,8641,34157,16193,16193
16194,7334,12721,16194,16194
16195,1681,20283,16195,16195
16196,7649,81689,16196,16196
16197,4143,68821,16197,16197
16198,7311,62484,16198,16198
16199,2481,99658,16199,16199
16200,3651,48297,16200,16200
16201,7611,46852,16201,16201
16202,556,1977,16202,16202
16203,3145,51317,16203,16203
16204,4582,8165,16204,16204
16205,1727,78738,16205,16205
16206,5634,69020,16206,16206
16207,1053,13244,16207,16207
16208,3723,47215,16208,16208
16209,5983,71769,16209,16209
16210,2262,10935,16210,16210
16211,7110,52913,16211,16211
16212,6644,26789,16212,16212
16213,4534,8426,16213,16213
16214,7150,298,16214,16214
16215,3657,7408,16215,16215
16216,4742,90163,16216,16216
16217,6637,61808,16217,16217
16218,96,40569,16218,16218
16219,1417,97356,16219,16219
16220,3835,76556,16220,16220
16221,4894,89925,16221,16221
16222,7608,11900,16222,16222
16223,675,68200,16223,16223
16224,3993,64744,16224,16224
16225,5224,28966,16225,16225
16226,8781,41787,16226,16226
16227,1129,35984,16227,16227
16228,6349,64641,16228,16228
16229,4119,37360,16229,16229
16230,2983,78567,16230,16230
16231,8650,42342,16231,16231
16232,4572,7873,16232,16232
16233,5323,96379,16233,16233
16234,8075,77252,16234,16234
16235,3982,8393,16235,16235
16236,1846,16616,16236,16236
16237,8862,71427,16237,16237
16238,5967,7399,16238,16238
16239,3889,50406,16239,16239
16240,119,31155,16240,16240
16241,2843,34154,16241,16241
16242,2372,10401,16242,16242
16243,9984,6462,16243,16243
16244,3722,29290,16244,16244
16245,1923,14408,16245,16245
16246,4266,70324,16246,16246
16247,9634,85066,16247,16247
16248,7466,44402,16248,16248
16249,592,31633,16249,16249
16250,2608,99995,16250,16250
16251,43,15060,16251,16251
16252,8408,81292,16252,16252
16253,1128,76507,16253,16253
16254,9236,98553,16254,16254
16255,6052,94460,16255,16255
16256,7976,77314,16256,16256
16257,9362,82366,16257,16257
16258,3569,9507,16258,16258
16259,5916,93072,16259,16259
16260,6561,4882,16260,16260
16261,4097,81301,16261,16261
16262,4329,55688,16262,16262
16263,5816,66756,16263,16263
16264,8833,188,16264,16264
16265,6136,81527,16265,16265
16266,4002,63298,16266,16266
16267,9342,85102,16267,16267
16268,4029,28949,16268,16268
16269,8506,24842,16269,16269
16270,3989,99093,16270,16270
16271,5672,21219,16271,16271
16272,7657,65693,16272,16272
16273,3084,2258,16273,16273
16274,4234,44094,16274,16274
16275,3660,75102,16275,16275
16276,9583,91630,16276,16276
16277,302,76407,16277,16277
16278,2191,64813,16278,16278
16279,9111,83218,16279,16279
16280,785,77100,16280,16280
16281,2630,49480,16281,16281
16282,8937,17437,16282,16282
16283,9232,98155,16283,16283
16284,7637,93474,16284,16284
16285,3782,74338,16285,16285
16286,501,3584,16286,16286
16287,897,98523,16287,16287
16288,8076,69222,16288,16288
16289,8744,18834,16289,16289
16290,3519,90111,16290,16290
16291,6000,1183,16291,16291
16292,9193,41666,16292,16292
16293,8360,33856,16293,16293
16294,3720,93929,16294,16294
16295,4552,27335,16295,16295
16296,4814,98080,16296,16296
16297,4419,41338,16297,16297
16298,8105,96865,16298,16298
16299,177,10607,16299,16299
16300,5461,74409,16300,16300
16301,4472,70105,16301,16301
16302,9023,19459,16302,16302
16303,6559,80546,16303,16303
16304,4814,19682,16304,16304
16305,3116,19452,16305,16305
16306,1543,29685,16306,16306
16307,5649,13544,16307,16307
16308,1410,64815,16308,16308
16309,1936,90216,16309,16309
16310,6178,58086,16310,16310
16311,1018,60435,16311,16311
16312,5495,12678,16312,16312
16313,9882,73169,16313,16313
16314,844,30222,16314,16314
16315,1159,4357,16315,16315
16316,5334,6597,16316,16316
16317,4954,40291,16317,16317
16318,3358,66807,16318,16318
16319,2279,20032,16319,16319
16320,3178,51115,16320,16320
16321,2890,64358,16321,16321
16322,171,96863,16322,16322
16323,400,79764,16323,16323
16324,8216,75297,16324,16324
16325,6930,18698,16325,16325
16326,5610,29384,16326,16326
16327,105,3922,16327,16327
16328,3101,66342,16328,16328
16329,3646,83181,16329,16329
16330,1028,29107,16330,16330
16331,5469,38172,16331,16331
16332,2755,98692,16332,16332
16333,8410,81628,16333,16333
16334,5977,68678,16334,16334
16335,7605,169,16335,16335
16336,2250,51827,16336,16336
16337,2654,39459,16337,16337
16338,6405,28361,16338,16338
16339,9000,45271,16339,16339
16340,5979,49302,16340,16340
16341,4758,23687,16341,16341
16342,6444,85169,16342,16342
16343,771,25580,16343,16343
16344,4393,24864,16344,16344
16345,4599,50545,16345,16345
16346,3721,60725,16346,16346
16347,6718,92619,16347,16347
16348,6846,17396,16348,16348
16349,5155,78972,16349,16349
16350,6965,96453,16350,16350
16351,7054,53135,16351,16351
16352,6608,52576,16352,16352
16353,9852,69481,16353,16353
16354,8694,84577,16354,16354
16355,6630,40710,16355,16355
16356,2316,65384,16356,16356
16357,6605,96400,16357,16357
16358,864,34057,16358,16358
16359,8620,98103,16359,16359
16360,8159,4670,16360,16360
16361,153,50044,16361,16361
16362,6052,97242,16362,16362
16363,3755,10798,16363,16363
16364,669,5804,16364,16364
16365,378,27785,16365,16365
16366,8737,42912,16366,16366
16367,8751,23376,16367,16367
16368,8505,95309,16368,16368
16369,8984,77888,16369,16369
16370,4144,53132,16370,16370
16371,9683,41973,16371,16371
16372,1788,50355,16372,16372
16373,2494,5876,16373,16373
16374,7613,8172,16374,16374
16375,1868,79087,16375,16375
16376,7429,47806,16376,16376
16377,70,96599,16377,16377
16378,6249,18008,16378,16378
16379,6089,20225,16379,16379
16380,2935,23499,16380,16380
16381,5380,47908,16381,16381
16382,7594,49680,16382,16382
16383,1243,63043,16383,16383
16384,7616,63801,16384,16384
16385,4662,57038,16385,16385
16386,1653,50518,16386,16386
16387,3306,9636,16387,16387
16388,6912,58683,16388,16388
16389,3540,10221,16389,16389
16390,8963,33279,16390,16390
16391,1166,83510,16391,16391
16392,7936,59120,16392,16392
16393,8436,17039,16393,16393
16394,3261,48183,16394,16394
16395,8466,66768,16395,16395
16396,372,6596,16396,16396
16397,2210,41819,16397,16397
16398,8353,91507,16398,16398
16399,8188,4045,16399,16399
16400,7053,22399,16400,16400
16401,820,90875,16401,16401
16402,4494,12754,16402,16402
16403,6559,6950,16403,16403
16404,7056,19345,16404,16404
16405,6691,94298,16405,16405
16406,6328,79929,16406,16406
16407,9312,25867,16407,16407
16408,7848,69750,16408,16408
16409,8080,38404,16409,16409
16410,5172,27069,16410,16410
16411,7152,10578,16411,16411
16412,2385,12741,16412,16412
16413,3567,60735,16413,16413
16414,4131,96899,16414,16414
16415,6359,93266,16415,16415
16416,3213,95477,16416,16416
16417,3931,78764,16417,16417
16418,2244,16265,16418,16418
16419,3293,49590,16419,16419
16420,8713,11208,16420,16420
16421,5245,2029,16421,16421
16422,6417,73269,16422,16422
16423,9315,6085,16423,16423
16424,8994,21949,16424,16424
16425,5241,58264,16425,16425
16426,7669,4335,16426,16426
16427,700,62772,16427,16427
16428,2693,33322,16428,16428
16429,7344,82591,16429,16429
16430,1729,40765,16430,16430
16431,3450,50986,16431,16431
16432,262,47129,16432,16432
16433,5883,56067,16433,16433
16434,7910,60224,16434,16434
16435,2823,78149,16435,16435
16436,2788,27270,16436,16436
16437,1019,89866,16437,16437
16438,3139,6417,16438,16438
16439,4367,73743,16439,16439
16440,4394,81655,16440,16440
16441,7143,81300,16441,16441
16442,9183,62706,16442,16442
16443,3030,68552,16443,16443
16444,7789,60368,16444,16444
16445,4164,80159,16445,16445
16446,3662,30276,16446,16446
16447,8424,27319,16447,16447
16448,3537,16871,16448,16448
16449,7100,16760,16449,16449
16450,7723,19261,16450,16450
16451,2549,26540,16451,16451
16452,8112,43212,16452,16452
16453,3014,35290,16453,16453
16454,3615,13836,16454,16454
16455,9944,75128,16455,16455
16456,4422,19399,16456,16456
16457,516,79756,16457,16457
16458,3347,60077,16458,16458
16459,9346,20498,16459,16459
16460,3517,54515,16460,16460
16461,1761,69944,16461,16461
16462,7437,34805,16462,16462
16463,9952,75791,16463,16463
16464,4641,9215,16464,16464
16465,9353,72974,16465,16465
16466,9840,97978,16466,16466
16467,5416,78309,16467,16467
16468,7171,48204,16468,16468
16469,4487,46507,16469,16469
16470,5259,75507,16470,16470
16471,9919,54570,16471,16471
16472,3026,14987,16472,16472
16473,9379,58361,16473,16473
16474,5623,22064,16474,16474
16475,5308,19103,16475,16475
16476,2178,80347,16476,16476
16477,6412,26218,16477,16477
16478,9383,83470,16478,16478
16479,8958,2840,16479,16479
16480,5903,75279,16480,16480
16481,1054,16660,16481,16481
16482,3525,23922,16482,16482
16483,6101,1291,16483,16483
16484,9075,89759,16484,16484
16485,4266,20266,16485,16485
16486,2265,49352,16486,16486
16487,4609,30340,16487,16487
16488,9043,12572,16488,16488
16489,2912,91245,16489,16489
16490,8622,33797,16490,16490
16491,1619,28186,16491,16491
16492,6808,52853,16492,16492
16493,4676,19714,16493,16493
16494,54,98417,16494,16494
16495,9991,89003,16495,16495
16496,9314,38293,16496,16496
16497,9732,25481,16497,16497
16498,777,72366,16498,16498
16499,514,65773,16499,16499
16500,4502,99183,16500,16500
16501,9882,17798,16501,16501
16502,4589,74391,16502,16502
16503,8372,24012,16503,16503
16504,2604,82923,16504,16504
16505,5116,2804,16505,16505
16506,4674,382,16506,16506
16507,505,22505,16507,16507
16508,9034,53480,16508,16508
16509,6860,41998,16509,16509
16510,7378,10764,16510,16510
16511,6217,34956,16511,16511
16512,4062,29477,16512,16512
16513,6880,100009,16513,16513
16514,1338,696,16514,16514
16515,4435,39577,16515,16515
16516,6885,55275,16516,16516
16517,7910,77163,16517,16517
16518,6116,64516,16518,16518
16519,8275,60477,16519,16519
16520,475,507,16520,16520
16521,8497,86237,16521,16521
16522,5495,72378,16522,16522
16523,1064,79611,16523,16523
16524,5842,83005,16524,16524
16525,5290,61211,16525,16525
16526,3223,44076,16526,16526
16527,7815,36503,16527,16527
16528,2958,73907,16528,16528
16529,2558,47779,16529,16529
16530,5828,45927,16530,16530
16531,3813,58759,16531,16531
16532,4990,73364,16532,16532
16533,8613,13505,16533,16533
16534,2111,83771,16534,16534
16535,2527,75484,16535,16535
16536,9334,74651,16536,16536
16537,9448,82926,16537,16537
16538,7872,73845,16538,16538
16539,4221,30754,16539,16539
16540,9712,4862,16540,16540
16541,7399,61809,16541,16541
16542,2409,33287,16542,16542
16543,5976,56402,16543,16543
16544,4787,54062,16544,16544
16545,796,29408,16545,16545
16546,9518,83945,16546,16546
16547,9726,48986,16547,16547
16548,8958,14870,16548,16548
16549,3003,88622,16549,16549
16550,3602,37668,16550,16550
16551,3874,82628,16551,16551
16552,3883,3060,16552,16552
16553,1179,56140,16553,16553
16554,1117,41933,16554,16554
16555,2879,92583,16555,16555
16556,9497,34833,16556,16556
16557,6752,87048,16557,16557
16558,3747,36913,16558,16558
16559,8344,92173,16559,16559
16560,6727,1066,16560,16560
16561,8156,11429,16561,16561
16562,7866,45988,16562,16562
16563,2802,26252,16563,16563
16564,8514,54164,16564,16564
16565,6241,99632,16565,16565
16566,1782,43575,16566,16566
16567,7690,38908,16567,16567
16568,2100,94054,16568,16568
16569,6635,24883,16569,16569
16570,9384,60170,16570,16570
16571,8927,31873,16571,16571
16572,8066,58560,16572,16572
16573,7812,4191,16573,16573
16574,9639,1022,16574,16574
16575,4738,76215,16575,16575
16576,653,3472,16576,16576
16577,9214,44975,16577,16577
16578,2693,34839,16578,16578
16579,2758,19449,16579,16579
16580,5567,13600,16580,16580
16581,7397,61442,16581,16581
16582,3729,95892,16582,16582
16583,5051,5116,16583,16583
16584,625,2452,16584,16584
16585,7619,10251,16585,16585
16586,4825,30509,16586,16586
16587,764,97197,16587,16587
16588,8433,11367,16588,16588
16589,6924,98935,16589,16589
16590,8894,86453,16590,16590
16591,4523,1282,16591,16591
16592,1934,58652,16592,16592
16593,1808,18365,16593,16593
16594,3389,46473,16594,16594
16595,9575,41713,16595,16595
16596,2743,87630,16596,16596
16597,7401,10482,16597,16597
16598,2934,44844,16598,16598
16599,2209,54250,16599,16599
16600,5608,77213,16600,16600
16601,9340,25753,16601,16601
16602,7816,21985,16602,16602
16603,4930,8802,16603,16603
16604,2304,37771,16604,16604
16605,1648,83155,16605,16605
16606,8200,8165,16606,16606
16607,6966,54229,16607,16607
16608,6845,14764,16608,16608
16609,6741,93756,16609,16609
16610,1651,20442,16610,16610
16611,8563,72870,16611,16611
16612,4840,952,16612,16612
16613,4364,68320,16613,16613
16614,2475,25843,16614,16614
16615,892,22664,16615,16615
16616,3017,37323,16616,16616
16617,6455,61812,16617,16617
16618,559,97486,16618,16618
16619,2076,95310,16619,16619
16620,7733,67934,16620,16620
16621,2733,97544,16621,16621
16622,7570,72802,16622,16622
16623,7509,40801,16623,16623
16624,5637,63633,16624,16624
16625,3189,1915,16625,16625
16626,7002,67628,16626,16626
16627,9727,85184,16627,16627
16628,6346,69923,16628,16628
16629,1703,85845,16629,16629
16630,7062,17525,16630,16630
16631,9363,28401,16631,16631
16632,1696,56125,16632,16632
16633,7107,56250,16633,16633
16634,674,8616,16634,16634
16635,4560,63054,16635,16635
16636,3515,3643,16636,16636
16637,4471,64868,16637,16637
16638,8711,57438,16638,16638
16639,4491,3776,16639,16639
16640,2573,15442,16640,16640
16641,38,7059,16641,16641
16642,3075,67789,16642,16642
